author,title,volumeEdition,year,journalConference
Liangtian Wan,To Your Surprise - Identifying Serendipitous Collaborators.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Ning Wang 0018,Cost-Efficient Heterogeneous Worker Recruitment under Coverage Requirement in Spatial Crowdsourcing.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Kun Wang 0005,A Pre-Authentication Approach to Proxy Re-Encryption in Big Data Context.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Tingyi Wanyan,Relational Learning Improves Prediction of Mortality in COVID-19 in the Intensive Care Unit.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Fei Wen,Fast and Positive Definite Estimation of Large Covariance Matrix for High-Dimensional Data Analysis.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Xiaotong Wu,Game Theory Based Correlated Privacy Preserving Analysis in Big Data.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Cao Xiao,An Adaptive Pattern Learning Framework to Personalize Online Seizure Prediction.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Lei Xu 0016,Privacy-Accuracy Trade-Off in Differentially-Private Distributed Classification - A Game Theoretical Approach.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Junhong Xu,Automated Labeling for Robotic Autonomous Navigation Through Multi-Sensory Semi-Supervised Learning on Big Data.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Xiao Xue,Research on Escaping the Big-Data Traps in O2O Service Recommendation Strategy.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Qingsen Yan,COVID-19 Chest CT Image Segmentation Network by Multi-Scale Fusion and Enhancement Operations.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Donghui Yan,K-Nearest Neighbor Search by Random Projection Forests.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Donghui Yan,Fast Communication-Efficient Spectral Clustering over Distributed Data.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Xinyu Yang,Survey on Improving Data Utility in Differentially Private Sequential Data Publishing.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Sakineh Yazdanparast,Linear Time Community Detection by a Novel Modularity Gain Acceleration in Label Propagation.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Yanwei Yu,Citywide Traffic Volume Inference with Surveillance Camera Records.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Chaoqun Yue,Fusing Location Data for Depression Prediction.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Wei Emma Zhang,A User-Oriented Taxi Ridesharing System with Large-Scale Urban GPS Sensor Data.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Daniel Zhang 0001,Sparse User Check-in Venue Prediction By Exploring Latent Decision Contexts From Location-Based Social Networks.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Yushu Zhang,Computation Outsourcing Meets Lossy Channel - Secure Sparse Robustness Decoding Service in Multi-Clouds.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Long Zheng 0003,Efficient Graph Processing with Invalid Update Filtration.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Yan Zheng 0001,Visualization of Big Spatial Data Using Coresets for Kernel Density Estimates.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Wei Zhou,Enhanced Locality-Sensitive Hashing for Fingerprint Forensics Over Large Multi-Sensor Databases.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Zhili Zhou,Multiple Distance-Based Coding - Toward Scalable Feature Matching for Large-Scale Web Image Search.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Jeremy Zucker,Leveraging Structured Biological Knowledge for Counterfactual Inference - A Case Study of Viral Pathogenesis.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Qiang Yang 0001,Message From the Outgoing Editor-in-Chief.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Clémentine Barreyre,Multiple Testing for Outlier Detection in Space Telemetries.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Md. Zakirul Alam Bhuiyan,Event Detection Through Differential Pattern Mining in Cyber-Physical Systems.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Mariem Brahem,ASTROIDE - A Unified Astronomical Big Data Processing Engine over Spark.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Huangke Chen,Big Data Processing Workflows Oriented Real-Time Scheduling Algorithm using Task-Duplication in Geo-Distributed Clouds.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Jiujun Cheng,Overlapping Community Change-Point Detection in an Evolving Network.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Szu-Yu Chou,Fast Tensor Factorization for Large-Scale Context-Aware Recommendation from Implicit Feedback.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Giulio Coluccia,Optical Compressive Imaging Technologies for Space Big Data.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Wei Dai,Transfer to Rank for Top-N Recommendation.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Mihai Datcu,Special Issue on Big Data From Space.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Miao Du,Differential Privacy Preserving of Training Model in Wireless Big Data with Edge Computing.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Vasilis Efthymiou,Benchmarking Blocking Algorithms for Web Entities.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Jicong Fan,Matrix Completion via Sparse Factorization Solved by Accelerated Proximal Alternating Linearized Minimization.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Debopriya Ghosh,Comorbidity Patterns and Its Impact on Health Outcomes - Two-Way Clustering Analysis.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Antonia Gogoglou,A Data-Driven Unified Framework for Predicting Citation Dynamics.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Ke Gu 0001,Learning a Unified Blind Image Quality Metric via On-Line and Off-Line Big Training Instances.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Yu Gu 0003,Sleepy - Wireless Channel Data Driven Sleep Monitoring via Commodity WiFi Devices.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Guyue Han,Closed Walk Sampler - An Efficient Method for Estimating Eigenvalues of Large Graphs.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Kai Hildebrandt,Large-Scale Data Pollution with Apache Spark.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Die Hu,Efficient Provenance Management via Clustering and Hybrid Storage in Big Data Environments.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Shiyan Hu,Big Data for Cyber-Physical Systems.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
R. Lily Hu,A Mathematical Programming Formulation for Optimal Load Shifting of Electricity Demand for the Smart Grid.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Fan Hu,Mining Deep Semantic Representations for Scene Classification of High-Resolution Remote Sensing Imagery.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Jie Huang 0004,A Big Data Enabled Channel Model for 5G Wireless Communication Systems.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Chao Huang 0001,Scalable Uncertainty-Aware Truth Discovery in Big Data Social Sensing Applications for Cyber-Physical Systems.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Chao Huang 0001,On Physical-Social-Aware Localness Inference by Exploring Big Data from Location-Based Services.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Mohamed Ibrahim 0002,BioCyBig - A Cyberphysical System for Integrative Microfluidics-Driven Analysis of Genomic Association Studies.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Weijia Jia 0001,WiFind - Driver Fatigue Detection with Fine-Grained Wi-Fi Signal Features.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Yuxuan Jiang 0001,On Power-Peak-Aware Scheduling for Large-Scale Shared Clusters.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Mohsen Joneidi,E-Optimal Sensor Selection for Compressive Sensing-Based Purposes.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Dániel Kondor,Towards Matching User Mobility Traces in Large-Scale Datasets.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Ruidong Li,MWBS - An Efficient Many-to-Many Wireless Big Data Delivery Scheme.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Yaliang Li,Extracting Medical Knowledge from Crowdsourced Question Answering Website.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Jianqiang Li 0002,Comparison of Different Machine Learning Approaches to Predict Small for Gestational Age Infants.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Ruiyuan Li,Efficient Path Query Processing Over Massive Trajectories on the Cloud.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Yupeng Li,Clustering Analysis in the Wireless Propagation Channel with a Variational Gaussian Mixture Model.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Brandon Lwowski,Geospatial Event Detection by Grouping Emotion Contagion in Social Media.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Zhanyu Ma,Deep Neural Network-Based Impacts Analysis of Multimodal Factors on Heat Demand Prediction.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Francesco Malandrino,From Megabits to CPU Ticks - Enriching a Demand Trace in the Age of MEC.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Ruben De March,Innovative Approach for PMM Data Processing and Analytics.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Alexandre Perrot,Cornac - Tackling Huge Graph Visualization with Big Data Infrastructure.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Abdelmounaam Rezgui,CloudFinder - A System for Processing Big Data Workloads on Volunteered Federated Clouds.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Arpan Man Sainju,Parallel Grid-Based Colocation Mining Algorithms on GPUs for Big Spatial Event Data.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Kazunori Sakurama,Control of Large-Scale Cyber-Physical Systems with Agents Having Various Dynamics.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Zubair Shah,A Spatiotemporal Data Summarization Approach for Real-Time Operation of Smart Grid.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Andrii Shelestov,Cloud Approach to Automated Crop Classification Using Sentinel-1 Imagery.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
João Paulo da Silva,A Time Series Mining Approach for Agricultural Area Detection.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Radamanthys Stivaktakis,Convolutional Neural Networks for Spectroscopic Redshift Estimation on Euclid Data.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Peng Sun 0006,GraphMP - I/O-Efficient Big Graph Analytics on a Single Commodity Machine.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Vasileios Syrris,Mosaicking Copernicus Sentinel-1 Data at Global Scale.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Jie Tang 0001,Message from the Incoming Editor-in-Chief.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Xin-Yi Tong,Exploiting Deep Features for Remote Sensing Image Retrieval - A Systematic Investigation.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Guifeng Wang,Product Supply Optimization for Crowdfunding Campaigns.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Xiaokang Wang,A Multi-Order Distributed HOSVD with Its Incremental Computing for Big Services in Cyber-Physical-Social Systems.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Yonghao Xu,Beyond the Patchwise Classification - Spectral-Spatial Fully Convolutional Networks for Hyperspectral Image Classification.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Ran Xu,On the Opportunistic Topology of Taxi Networks in Urban Mobility Environment.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Yang Yang 0001,Special Issue on Wireless Big Data.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Ehab Zaghloul,P-MOD - Secure Privilege-Based Multilevel Organizational Data-Sharing in Cloud Computing.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Zhao Zhang 0007,Kira - Processing Astronomy Imagery Using Big Data Technology.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Pengcheng Zhang,Short-Term Rainfall Forecasting Using Multi-Layer Perceptron.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Wenlu Zhang,Deep Model Based Transfer and Multi-Task Learning for Biological Image Analysis.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Qingchen Zhang,Incremental Deep Computation Model for Wireless Big Data Feature Learning.,"IEEE Trans. Big Data,vol.6-2",2020,IEEE Trans. Big Data
Daokun Zhang,Network Representation Learning - A Survey.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Xiaoping Zhou,Scalable Triangle Discovery Algorithm for Large Scale-Free Network with Limited Internal Memory.,"IEEE Trans. Big Data,vol.6-4",2020,IEEE Trans. Big Data
Xun Zhou,Optimizing Taxi Driver Profit Efficiency - A Spatial Network-Based Markov Decision Process Approach.,"IEEE Trans. Big Data,vol.6-1",2020,IEEE Trans. Big Data
Ivana Zinno,National Scale Surface Deformation Time Series Generation through Advanced DInSAR Processing of Sentinel-1 Data within a Cloud Computing Environment.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Raúl Zurita-Milla,Exploring Spring Onset at Continental Scales - Mapping Phenoregions and Correlating Temperature and Satellite-Based Phenometrics.,"IEEE Trans. Big Data,vol.6-3",2020,IEEE Trans. Big Data
Jemal H. Abawajy,Iterative Classifier Fusion System for the Detection of Android Malware.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Abdelrahman AlMahmoud,Spamdoop - A Privacy-Preserving Big Data Platform for Collaborative Spam Detection.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Elias Bou-Harb,Big Data Sanitization and Cyber Situational Awareness - A Network Telescope Perspective.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Scott Bruce,Nonparametric Distributed Learning Architecture for Big Data - Algorithm and Applications.,"IEEE Trans. Big Data,vol.5-2",2019,IEEE Trans. Big Data
Qingchao Cai,MemepiC - Towards a Unified In-Memory Big Data Management System.,"IEEE Trans. Big Data,vol.5-1",2019,IEEE Trans. Big Data
Bin Cao 0005,3D Terrain Multiobjective Deployment Optimization of Heterogeneous Directional Sensor Networks in Security Monitoring.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Aniello Castiglione,A Novel Methodology to Acquire Live Big Data Evidence from the Cloud.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Kim-Kwang Raymond Choo,Special Issue on Big Data Applications in Cyber Security and Threat Intelligence - Part 1.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Kim-Kwang Raymond Choo,Special Issue on Big Data Applications in Cyber Security and Threat Intelligence - Part 2.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Hui Cui 0001,Attribute-Based Storage Supporting Secure Deduplication of Encrypted Data in Cloud.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Yichen Ding,Sampling Big Trajectory Data for Traversal Trajectory Aggregate Query.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Xiaofeng Ding,Efficient Recommendation of De-Identification Policies Using MapReduce.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Shlomi Dolev,A Survey on Geographically Distributed Big-Data Processing Using MapReduce.,"IEEE Trans. Big Data,vol.5-1",2019,IEEE Trans. Big Data
Jonathon Edstrom,Data-Pattern Enabled Self-Recovery Low-Power Storage System for Big Video Data.,"IEEE Trans. Big Data,vol.5-1",2019,IEEE Trans. Big Data
Jun Feng 0007,A Secure High-Order Lanczos-Based Orthogonal Tensor SVD for Big Data Reduction in Cloud Environment.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Maziar Goudarzi,Heterogeneous Architectures for Big Data Batch Processing in MapReduce Paradigm.,"IEEE Trans. Big Data,vol.5-1",2019,IEEE Trans. Big Data
Waqas Haider,Detecting Anomalous Behavior in Cloud Servers by Nested-Arc Hidden SEMI-Markov Model with State Summarization.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
Mustafa H. Hajeer,Handling Big Data Using a Data-Aware HDFS and Evolutionary Clustering Technique.,"IEEE Trans. Big Data,vol.5-2",2019,IEEE Trans. Big Data
Bingsheng He,Guest Editors' Introduction - Special Issue on Big Data Systems on Emerging Architectures.,"IEEE Trans. Big Data,vol.5-1",2019,IEEE Trans. Big Data
Félix Iglesias,Pattern Discovery in Internet Background Radiation.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Zhen Jia 0001,Understanding Processors Design Decisions for Data Analytics in Homogeneous Data Centers.,"IEEE Trans. Big Data,vol.5-1",2019,IEEE Trans. Big Data
Suhui Jiang,Deep Geo-Constrained Auto-Encoder for Non-Landmark GPS Estimation.,"IEEE Trans. Big Data,vol.5-2",2019,IEEE Trans. Big Data
Weihua Li,SIMiner - A Stigmergy-Based Model for Mining Influential Nodes in Dynamic Social Networks.,"IEEE Trans. Big Data,vol.5-2",2019,IEEE Trans. Big Data
Yanhua Li,CityLines - Designing Hybrid Hub-and-Spoke Transit System with Urban Big Data.,"IEEE Trans. Big Data,vol.5-4",2019,IEEE Trans. Big Data
Weixian Liao,Efficient Secure Outsourcing of Large-Scale Convex Separable Programming for Big Data.,"IEEE Trans. Big Data,vol.5-3",2019,IEEE Trans. Big Data
